1	1	0	0.0	0.0	272	0.3
1	2	1	0.0	0.0	272	0.3
1	3	2	0.0	0.0	272	0.3
1	4	3	1.0	1.0	272	0.3
1	5	4	0.0	1.0	272	0.3
1	6	3	1.0	2.0	272	0.3
1	7	3	1.0	3.0	272	0.3
1	8	3	1.0	4.0	272	0.3
1	9	3	1.0	5.0	272	0.3
1	10	3	0.0	5.0	272	0.3
1	11	3	1.0	6.0	272	0.3
1	12	3	1.0	7.0	272	0.3
1	13	3	0.0	7.0	272	0.3
1	14	3	1.0	8.0	272	0.3
1	15	3	1.0	9.0	272	0.3
1	16	3	1.0	10.0	272	0.3
1	17	3	0.0	10.0	272	0.3
1	18	3	1.0	11.0	272	0.3
1	19	3	1.0	12.0	272	0.3
1	20	3	1.0	13.0	272	0.3
1	21	3	1.0	14.0	272	0.3
1	22	3	0.0	14.0	272	0.3
1	23	3	1.0	15.0	272	0.3
1	24	0	0.0	15.0	272	0.3
1	25	0	0.0	15.0	272	0.3
1	26	1	0.0	15.0	272	0.3
1	27	1	0.0	15.0	272	0.3
1	28	2	0.0	15.0	272	0.3
1	29	2	0.0	15.0	272	0.3
1	30	4	0.0	15.0	272	0.3
1	31	4	0.0	15.0	272	0.3
1	32	3	0.0	15.0	272	0.3
1	33	3	1.0	16.0	272	0.3
1	34	3	1.0	17.0	272	0.3
1	35	3	1.0	18.0	272	0.3
1	36	3	1.0	19.0	272	0.3
1	37	3	1.0	20.0	272	0.3
1	38	3	1.0	21.0	272	0.3
1	39	3	0.0	21.0	272	0.3
1	40	3	1.0	22.0	272	0.3
1	41	3	1.0	23.0	272	0.3
1	42	3	1.0	24.0	272	0.3
1	43	3	1.0	25.0	272	0.3
1	44	3	1.0	26.0	272	0.3
1	45	3	0.0	26.0	272	0.3
1	46	3	1.0	27.0	272	0.3
1	47	3	1.0	28.0	272	0.3
1	48	3	1.0	29.0	272	0.3
1	49	3	1.0	30.0	272	0.3
1	50	3	1.0	31.0	272	0.3
1	51	3	1.0	32.0	272	0.3
1	52	3	1.0	33.0	272	0.3
1	53	3	1.0	34.0	272	0.3
1	54	3	1.0	35.0	272	0.3
1	55	3	1.0	36.0	272	0.3
1	56	3	1.0	37.0	272	0.3
1	57	3	1.0	38.0	272	0.3
1	58	3	1.0	39.0	272	0.3
1	59	3	1.0	40.0	272	0.3
1	60	3	1.0	41.0	272	0.3
1	61	3	1.0	42.0	272	0.3
1	62	3	1.0	43.0	272	0.3
1	63	3	1.0	44.0	272	0.3
1	64	3	1.0	45.0	272	0.3
1	65	3	1.0	46.0	272	0.3
1	66	3	1.0	47.0	272	0.3
1	67	3	1.0	48.0	272	0.3
1	68	3	0.0	48.0	272	0.3
1	69	3	1.0	49.0	272	0.3
1	70	3	1.0	50.0	272	0.3
1	71	3	1.0	51.0	272	0.3
1	72	3	1.0	52.0	272	0.3
1	73	3	1.0	53.0	272	0.3
1	74	3	1.0	54.0	272	0.3
1	75	3	1.0	55.0	272	0.3
1	76	3	1.0	56.0	272	0.3
1	77	3	1.0	57.0	272	0.3
1	78	3	1.0	58.0	272	0.3
1	79	3	1.0	59.0	272	0.3
1	80	3	1.0	60.0	272	0.3
1	81	3	1.0	61.0	272	0.3
1	82	3	1.0	62.0	272	0.3
1	83	3	1.0	63.0	272	0.3
1	84	3	0.0	63.0	272	0.3
1	85	3	1.0	64.0	272	0.3
1	86	3	1.0	65.0	272	0.3
1	87	3	1.0	66.0	272	0.3
1	88	3	1.0	67.0	272	0.3
1	89	3	1.0	68.0	272	0.3
1	90	3	1.0	69.0	272	0.3
1	91	3	1.0	70.0	272	0.3
1	92	3	1.0	71.0	272	0.3
1	93	3	1.0	72.0	272	0.3
1	94	3	1.0	73.0	272	0.3
1	95	3	1.0	74.0	272	0.3
1	96	3	1.0	75.0	272	0.3
1	97	3	1.0	76.0	272	0.3
1	98	3	1.0	77.0	272	0.3
1	99	3	1.0	78.0	272	0.3
1	100	3	1.0	79.0	272	0.3
1	101	3	1.0	80.0	272	0.3
1	102	3	1.0	81.0	272	0.3
1	103	3	1.0	82.0	272	0.3
1	104	3	1.0	83.0	272	0.3
1	105	3	1.0	84.0	272	0.3
1	106	3	1.0	85.0	272	0.3
1	107	3	1.0	86.0	272	0.3
1	108	3	1.0	87.0	272	0.3
1	109	3	1.0	88.0	272	0.3
1	110	3	1.0	89.0	272	0.3
1	111	3	1.0	90.0	272	0.3
1	112	3	1.0	91.0	272	0.3
1	113	3	1.0	92.0	272	0.3
1	114	3	0.0	92.0	272	0.3
1	115	3	1.0	93.0	272	0.3
1	116	3	1.0	94.0	272	0.3
1	117	3	0.0	94.0	272	0.3
1	118	3	1.0	95.0	272	0.3
1	119	3	1.0	96.0	272	0.3
1	120	3	1.0	97.0	272	0.3
1	121	3	1.0	98.0	272	0.3
1	122	3	1.0	99.0	272	0.3
1	123	3	1.0	100.0	272	0.3
1	124	3	1.0	101.0	272	0.3
1	125	3	1.0	102.0	272	0.3
1	126	3	1.0	103.0	272	0.3
1	127	0	0.0	103.0	272	0.3
1	128	0	0.0	103.0	272	0.3
1	129	1	0.0	103.0	272	0.3
1	130	1	0.0	103.0	272	0.3
1	131	2	0.0	103.0	272	0.3
1	132	2	0.0	103.0	272	0.3
1	133	4	0.0	103.0	272	0.3
1	134	4	0.0	103.0	272	0.3
1	135	3	0.0	103.0	272	0.3
1	136	3	1.0	104.0	272	0.3
1	137	3	1.0	105.0	272	0.3
1	138	3	1.0	106.0	272	0.3
1	139	3	1.0	107.0	272	0.3
1	140	3	1.0	108.0	272	0.3
1	141	3	1.0	109.0	272	0.3
1	142	3	1.0	110.0	272	0.3
1	143	3	1.0	111.0	272	0.3
1	144	3	1.0	112.0	272	0.3
1	145	3	0.0	112.0	272	0.3
1	146	3	1.0	113.0	272	0.3
1	147	3	1.0	114.0	272	0.3
1	148	3	1.0	115.0	272	0.3
1	149	3	1.0	116.0	272	0.3
1	150	3	1.0	117.0	272	0.3
1	151	3	1.0	118.0	272	0.3
1	152	3	1.0	119.0	272	0.3
1	153	3	1.0	120.0	272	0.3
1	154	3	1.0	121.0	272	0.3
1	155	3	1.0	122.0	272	0.3
1	156	3	1.0	123.0	272	0.3
1	157	3	1.0	124.0	272	0.3
1	158	3	1.0	125.0	272	0.3
1	159	3	1.0	126.0	272	0.3
1	160	3	1.0	127.0	272	0.3
1	161	3	1.0	128.0	272	0.3
1	162	3	1.0	129.0	272	0.3
1	163	3	1.0	130.0	272	0.3
1	164	3	1.0	131.0	272	0.3
1	165	3	1.0	132.0	272	0.3
1	166	3	1.0	133.0	272	0.3
1	167	3	1.0	134.0	272	0.3
1	168	3	1.0	135.0	272	0.3
1	169	3	1.0	136.0	272	0.3
1	170	3	1.0	137.0	272	0.3
