1	1	0	1.0	1.0	303	0.5
1	2	1	0.0	1.0	303	0.5
1	3	2	1.0	2.0	303	0.5
1	4	3	1.0	3.0	303	0.5
1	5	4	0.0	3.0	303	0.5
1	6	0	0.0	3.0	303	0.5
1	7	2	0.0	3.0	303	0.5
1	8	3	1.0	4.0	303	0.5
1	9	3	1.0	5.0	303	0.5
1	10	3	1.0	6.0	303	0.5
1	11	3	1.0	7.0	303	0.5
1	12	3	1.0	8.0	303	0.5
1	13	3	1.0	9.0	303	0.5
1	14	3	1.0	10.0	303	0.5
1	15	3	1.0	11.0	303	0.5
1	16	3	1.0	12.0	303	0.5
1	17	3	1.0	13.0	303	0.5
1	18	0	0.0	13.0	303	0.5
1	19	2	0.0	13.0	303	0.5
1	20	3	1.0	14.0	303	0.5
1	21	3	1.0	15.0	303	0.5
1	22	3	1.0	16.0	303	0.5
1	23	3	0.0	16.0	303	0.5
1	24	3	1.0	17.0	303	0.5
1	25	3	1.0	18.0	303	0.5
1	26	3	1.0	19.0	303	0.5
1	27	3	1.0	20.0	303	0.5
1	28	3	1.0	21.0	303	0.5
1	29	3	0.0	21.0	303	0.5
1	30	3	1.0	22.0	303	0.5
1	31	3	1.0	23.0	303	0.5
1	32	3	1.0	24.0	303	0.5
1	33	3	1.0	25.0	303	0.5
1	34	1	0.0	25.0	303	0.5
1	35	4	0.0	25.0	303	0.5
1	36	3	1.0	26.0	303	0.5
1	37	3	1.0	27.0	303	0.5
1	38	3	1.0	28.0	303	0.5
1	39	3	1.0	29.0	303	0.5
1	40	3	1.0	30.0	303	0.5
1	41	3	1.0	31.0	303	0.5
1	42	3	1.0	32.0	303	0.5
1	43	3	0.0	32.0	303	0.5
1	44	3	1.0	33.0	303	0.5
1	45	3	1.0	34.0	303	0.5
1	46	3	1.0	35.0	303	0.5
1	47	3	1.0	36.0	303	0.5
1	48	3	1.0	37.0	303	0.5
1	49	0	0.0	37.0	303	0.5
1	50	0	0.0	37.0	303	0.5
1	51	2	0.0	37.0	303	0.5
1	52	2	0.0	37.0	303	0.5
1	53	3	1.0	38.0	303	0.5
1	54	3	1.0	39.0	303	0.5
1	55	3	1.0	40.0	303	0.5
