1	1	0	0.0	0.0	362	0.7
1	2	1	0.0	0.0	362	0.7
1	3	2	0.0	0.0	362	0.7
1	4	3	0.0	0.0	362	0.7
1	5	4	0.0	0.0	362	0.7
1	6	0	0.0	0.0	362	0.7
1	7	1	0.0	0.0	362	0.7
1	8	2	0.0	0.0	362	0.7
1	9	3	1.0	1.0	362	0.7
1	10	3	1.0	2.0	362	0.7
1	11	3	1.0	3.0	362	0.7
1	12	3	1.0	4.0	362	0.7
1	13	3	1.0	5.0	362	0.7
1	14	3	1.0	6.0	362	0.7
1	15	3	1.0	7.0	362	0.7
1	16	3	1.0	8.0	362	0.7
1	17	3	1.0	9.0	362	0.7
1	18	3	1.0	10.0	362	0.7
1	19	3	1.0	11.0	362	0.7
1	20	3	0.0	11.0	362	0.7
1	21	3	1.0	12.0	362	0.7
1	22	4	0.0	12.0	362	0.7
1	23	3	1.0	13.0	362	0.7
1	24	3	1.0	14.0	362	0.7
1	25	3	1.0	15.0	362	0.7
1	26	3	1.0	16.0	362	0.7
1	27	3	1.0	17.0	362	0.7
1	28	3	1.0	18.0	362	0.7
1	29	3	1.0	19.0	362	0.7
1	30	3	1.0	20.0	362	0.7
1	31	3	1.0	21.0	362	0.7
1	32	3	1.0	22.0	362	0.7
1	33	3	1.0	23.0	362	0.7
1	34	3	1.0	24.0	362	0.7
1	35	3	1.0	25.0	362	0.7
1	36	3	0.0	25.0	362	0.7
1	37	3	1.0	26.0	362	0.7
1	38	3	0.0	26.0	362	0.7
1	39	3	1.0	27.0	362	0.7
1	40	3	1.0	28.0	362	0.7
1	41	3	1.0	29.0	362	0.7
1	42	3	1.0	30.0	362	0.7
1	43	3	1.0	31.0	362	0.7
1	44	3	1.0	32.0	362	0.7
1	45	3	1.0	33.0	362	0.7
1	46	3	1.0	34.0	362	0.7
1	47	3	1.0	35.0	362	0.7
1	48	3	1.0	36.0	362	0.7
1	49	3	1.0	37.0	362	0.7
1	50	3	1.0	38.0	362	0.7
1	51	3	1.0	39.0	362	0.7
1	52	3	1.0	40.0	362	0.7
1	53	3	1.0	41.0	362	0.7
1	54	3	1.0	42.0	362	0.7
1	55	3	1.0	43.0	362	0.7
1	56	3	1.0	44.0	362	0.7
1	57	3	1.0	45.0	362	0.7
1	58	3	1.0	46.0	362	0.7
1	59	3	1.0	47.0	362	0.7
1	60	3	1.0	48.0	362	0.7
1	61	3	1.0	49.0	362	0.7
1	62	3	1.0	50.0	362	0.7
1	63	3	1.0	51.0	362	0.7
1	64	3	1.0	52.0	362	0.7
1	65	3	1.0	53.0	362	0.7
1	66	3	1.0	54.0	362	0.7
1	67	3	1.0	55.0	362	0.7
1	68	3	1.0	56.0	362	0.7
1	69	3	1.0	57.0	362	0.7
1	70	3	1.0	58.0	362	0.7
1	71	3	1.0	59.0	362	0.7
1	72	3	1.0	60.0	362	0.7
1	73	3	1.0	61.0	362	0.7
1	74	3	1.0	62.0	362	0.7
1	75	3	1.0	63.0	362	0.7
1	76	3	1.0	64.0	362	0.7
1	77	3	1.0	65.0	362	0.7
1	78	0	0.0	65.0	362	0.7
1	79	0	0.0	65.0	362	0.7
1	80	1	0.0	65.0	362	0.7
1	81	1	0.0	65.0	362	0.7
1	82	2	0.0	65.0	362	0.7
1	83	2	0.0	65.0	362	0.7
